rbg,dem,mask,mainclass
26141_10977_rgb.tif,26141_10977_dem.tif,26141_10977_label.tif,1.0
25949_11319_rgb.tif,25949_11319_dem.tif,25949_11319_label.tif,1.0
26122_10942_rgb.tif,26122_10942_dem.tif,26122_10942_label.tif,1.0
26219_11110_rgb.tif,26219_11110_dem.tif,26219_11110_label.tif,1.0
25914_10900_rgb.tif,25914_10900_dem.tif,25914_10900_label.tif,1.0
25639_11120_rgb.tif,25639_11120_dem.tif,25639_11120_label.tif,1.0
26698_11584_rgb.tif,26698_11584_dem.tif,26698_11584_label.tif,1.0
26441_11100_rgb.tif,26441_11100_dem.tif,26441_11100_label.tif,1.0
26178_11428_rgb.tif,26178_11428_dem.tif,26178_11428_label.tif,1.0
26004_10947_rgb.tif,26004_10947_dem.tif,26004_10947_label.tif,1.0
25589_11077_rgb.tif,25589_11077_dem.tif,25589_11077_label.tif,1.0
26212_11026_rgb.tif,26212_11026_dem.tif,26212_11026_label.tif,1.0
26282_11444_rgb.tif,26282_11444_dem.tif,26282_11444_label.tif,1.0
26684_11470_rgb.tif,26684_11470_dem.tif,26684_11470_label.tif,1.0
25973_11340_rgb.tif,25973_11340_dem.tif,25973_11340_label.tif,1.0
26161_10921_rgb.tif,26161_10921_dem.tif,26161_10921_label.tif,1.0
26186_10999_rgb.tif,26186_10999_dem.tif,26186_10999_label.tif,1.0
26711_11590_rgb.tif,26711_11590_dem.tif,26711_11590_label.tif,1.0
26355_11071_rgb.tif,26355_11071_dem.tif,26355_11071_label.tif,1.0
25950_11318_rgb.tif,25950_11318_dem.tif,25950_11318_label.tif,1.0
26157_11075_rgb.tif,26157_11075_dem.tif,26157_11075_label.tif,1.0
26176_11029_rgb.tif,26176_11029_dem.tif,26176_11029_label.tif,1.0
25930_10889_rgb.tif,25930_10889_dem.tif,25930_10889_label.tif,1.0
26261_11351_rgb.tif,26261_11351_dem.tif,26261_11351_label.tif,1.0
26232_11139_rgb.tif,26232_11139_dem.tif,26232_11139_label.tif,1.0
25644_11075_rgb.tif,25644_11075_dem.tif,25644_11075_label.tif,1.0
26202_10956_rgb.tif,26202_10956_dem.tif,26202_10956_label.tif,1.0
26313_11077_rgb.tif,26313_11077_dem.tif,26313_11077_label.tif,1.0
26308_11040_rgb.tif,26308_11040_dem.tif,26308_11040_label.tif,1.0
26340_11341_rgb.tif,26340_11341_dem.tif,26340_11341_label.tif,1.0
26746_11496_rgb.tif,26746_11496_dem.tif,26746_11496_label.tif,1.0
26424_11127_rgb.tif,26424_11127_dem.tif,26424_11127_label.tif,1.0
26385_11310_rgb.tif,26385_11310_dem.tif,26385_11310_label.tif,1.0
26136_11239_rgb.tif,26136_11239_dem.tif,26136_11239_label.tif,1.0
26197_11001_rgb.tif,26197_11001_dem.tif,26197_11001_label.tif,1.0
26190_10971_rgb.tif,26190_10971_dem.tif,26190_10971_label.tif,1.0
26665_11427_rgb.tif,26665_11427_dem.tif,26665_11427_label.tif,1.0
26177_11427_rgb.tif,26177_11427_dem.tif,26177_11427_label.tif,1.0
26351_11037_rgb.tif,26351_11037_dem.tif,26351_11037_label.tif,1.0
26254_11011_rgb.tif,26254_11011_dem.tif,26254_11011_label.tif,1.0
26705_11445_rgb.tif,26705_11445_dem.tif,26705_11445_label.tif,1.0
25778_10809_rgb.tif,25778_10809_dem.tif,25778_10809_label.tif,1.0
26502_11419_rgb.tif,26502_11419_dem.tif,26502_11419_label.tif,1.0
26268_11428_rgb.tif,26268_11428_dem.tif,26268_11428_label.tif,1.0
26098_10989_rgb.tif,26098_10989_dem.tif,26098_10989_label.tif,1.0
25639_11074_rgb.tif,25639_11074_dem.tif,25639_11074_label.tif,1.0
25776_10856_rgb.tif,25776_10856_dem.tif,25776_10856_label.tif,1.0
26230_10881_rgb.tif,26230_10881_dem.tif,26230_10881_label.tif,1.0
26467_11111_rgb.tif,26467_11111_dem.tif,26467_11111_label.tif,1.0
25899_11309_rgb.tif,25899_11309_dem.tif,25899_11309_label.tif,1.0
26432_11114_rgb.tif,26432_11114_dem.tif,26432_11114_label.tif,1.0
26227_11093_rgb.tif,26227_11093_dem.tif,26227_11093_label.tif,1.0
26355_11048_rgb.tif,26355_11048_dem.tif,26355_11048_label.tif,1.0
25713_10961_rgb.tif,25713_10961_dem.tif,25713_10961_label.tif,1.0
26168_10918_rgb.tif,26168_10918_dem.tif,26168_10918_label.tif,1.0
26657_11406_rgb.tif,26657_11406_dem.tif,26657_11406_label.tif,1.0
25784_11529_rgb.tif,25784_11529_dem.tif,25784_11529_label.tif,1.0
26066_11356_rgb.tif,26066_11356_dem.tif,26066_11356_label.tif,1.0
26204_11038_rgb.tif,26204_11038_dem.tif,26204_11038_label.tif,1.0
26043_11356_rgb.tif,26043_11356_dem.tif,26043_11356_label.tif,1.0
25721_10875_rgb.tif,25721_10875_dem.tif,25721_10875_label.tif,1.0
25983_10938_rgb.tif,25983_10938_dem.tif,25983_10938_label.tif,1.0
26302_10969_rgb.tif,26302_10969_dem.tif,26302_10969_label.tif,1.0
25936_11309_rgb.tif,25936_11309_dem.tif,25936_11309_label.tif,1.0
25955_11341_rgb.tif,25955_11341_dem.tif,25955_11341_label.tif,1.0
26129_11248_rgb.tif,26129_11248_dem.tif,26129_11248_label.tif,1.0
25961_11340_rgb.tif,25961_11340_dem.tif,25961_11340_label.tif,1.0
25883_11028_rgb.tif,25883_11028_dem.tif,25883_11028_label.tif,1.0
25826_11456_rgb.tif,25826_11456_dem.tif,25826_11456_label.tif,1.0
26157_11039_rgb.tif,26157_11039_dem.tif,26157_11039_label.tif,1.0
25673_11370_rgb.tif,25673_11370_dem.tif,25673_11370_label.tif,1.0
26389_11407_rgb.tif,26389_11407_dem.tif,26389_11407_label.tif,1.0
26351_11334_rgb.tif,26351_11334_dem.tif,26351_11334_label.tif,1.0
26454_10995_rgb.tif,26454_10995_dem.tif,26454_10995_label.tif,1.0
25948_10955_rgb.tif,25948_10955_dem.tif,25948_10955_label.tif,1.0
25727_10912_rgb.tif,25727_10912_dem.tif,25727_10912_label.tif,1.0
26423_10954_rgb.tif,26423_10954_dem.tif,26423_10954_label.tif,1.0
26269_11354_rgb.tif,26269_11354_dem.tif,26269_11354_label.tif,1.0
26199_10998_rgb.tif,26199_10998_dem.tif,26199_10998_label.tif,1.0
25997_10952_rgb.tif,25997_10952_dem.tif,25997_10952_label.tif,1.0
25916_10874_rgb.tif,25916_10874_dem.tif,25916_10874_label.tif,1.0
26423_11442_rgb.tif,26423_11442_dem.tif,26423_11442_label.tif,1.0
26757_11521_rgb.tif,26757_11521_dem.tif,26757_11521_label.tif,1.0
26328_11012_rgb.tif,26328_11012_dem.tif,26328_11012_label.tif,1.0
26660_11425_rgb.tif,26660_11425_dem.tif,26660_11425_label.tif,1.0
26381_11197_rgb.tif,26381_11197_dem.tif,26381_11197_label.tif,1.0
26439_11032_rgb.tif,26439_11032_dem.tif,26439_11032_label.tif,1.0
26078_10941_rgb.tif,26078_10941_dem.tif,26078_10941_label.tif,1.0
26454_11419_rgb.tif,26454_11419_dem.tif,26454_11419_label.tif,1.0
26634_11408_rgb.tif,26634_11408_dem.tif,26634_11408_label.tif,1.0
26471_11442_rgb.tif,26471_11442_dem.tif,26471_11442_label.tif,1.0
26306_11386_rgb.tif,26306_11386_dem.tif,26306_11386_label.tif,1.0
26401_11397_rgb.tif,26401_11397_dem.tif,26401_11397_label.tif,1.0
26263_11102_rgb.tif,26263_11102_dem.tif,26263_11102_label.tif,1.0
26195_11072_rgb.tif,26195_11072_dem.tif,26195_11072_label.tif,1.0
26012_11034_rgb.tif,26012_11034_dem.tif,26012_11034_label.tif,1.0
25699_10926_rgb.tif,25699_10926_dem.tif,25699_10926_label.tif,1.0
25804_11297_rgb.tif,25804_11297_dem.tif,25804_11297_label.tif,1.0
26424_11153_rgb.tif,26424_11153_dem.tif,26424_11153_label.tif,1.0
25820_11202_rgb.tif,25820_11202_dem.tif,25820_11202_label.tif,1.0
25651_11106_rgb.tif,25651_11106_dem.tif,25651_11106_label.tif,1.0
26286_11022_rgb.tif,26286_11022_dem.tif,26286_11022_label.tif,1.0
26209_11048_rgb.tif,26209_11048_dem.tif,26209_11048_label.tif,1.0
25929_10865_rgb.tif,25929_10865_dem.tif,25929_10865_label.tif,1.0
26307_11383_rgb.tif,26307_11383_dem.tif,26307_11383_label.tif,1.0
26261_11346_rgb.tif,26261_11346_dem.tif,26261_11346_label.tif,1.0
26376_11436_rgb.tif,26376_11436_dem.tif,26376_11436_label.tif,1.0
26375_11333_rgb.tif,26375_11333_dem.tif,26375_11333_label.tif,1.0
26728_11467_rgb.tif,26728_11467_dem.tif,26728_11467_label.tif,1.0
26323_11118_rgb.tif,26323_11118_dem.tif,26323_11118_label.tif,1.0
26313_11075_rgb.tif,26313_11075_dem.tif,26313_11075_label.tif,1.0
26181_11398_rgb.tif,26181_11398_dem.tif,26181_11398_label.tif,1.0
26699_11449_rgb.tif,26699_11449_dem.tif,26699_11449_label.tif,1.0
26312_11448_rgb.tif,26312_11448_dem.tif,26312_11448_label.tif,1.0
26171_11420_rgb.tif,26171_11420_dem.tif,26171_11420_label.tif,1.0
26263_11094_rgb.tif,26263_11094_dem.tif,26263_11094_label.tif,1.0
25675_10958_rgb.tif,25675_10958_dem.tif,25675_10958_label.tif,1.0
25780_11239_rgb.tif,25780_11239_dem.tif,25780_11239_label.tif,1.0
25924_11315_rgb.tif,25924_11315_dem.tif,25924_11315_label.tif,1.0
26309_11321_rgb.tif,26309_11321_dem.tif,26309_11321_label.tif,1.0
25707_10974_rgb.tif,25707_10974_dem.tif,25707_10974_label.tif,1.0
26237_11133_rgb.tif,26237_11133_dem.tif,26237_11133_label.tif,1.0
26295_11372_rgb.tif,26295_11372_dem.tif,26295_11372_label.tif,1.0
26196_11403_rgb.tif,26196_11403_dem.tif,26196_11403_label.tif,1.0
25955_11331_rgb.tif,25955_11331_dem.tif,25955_11331_label.tif,1.0
26334_11455_rgb.tif,26334_11455_dem.tif,26334_11455_label.tif,1.0
26531_11467_rgb.tif,26531_11467_dem.tif,26531_11467_label.tif,1.0
26074_10929_rgb.tif,26074_10929_dem.tif,26074_10929_label.tif,1.0
26009_11028_rgb.tif,26009_11028_dem.tif,26009_11028_label.tif,1.0
25763_10877_rgb.tif,25763_10877_dem.tif,25763_10877_label.tif,1.0
26352_11114_rgb.tif,26352_11114_dem.tif,26352_11114_label.tif,1.0
26177_10932_rgb.tif,26177_10932_dem.tif,26177_10932_label.tif,1.0
26157_11021_rgb.tif,26157_11021_dem.tif,26157_11021_label.tif,1.0
26479_11404_rgb.tif,26479_11404_dem.tif,26479_11404_label.tif,1.0
25849_10835_rgb.tif,25849_10835_dem.tif,25849_10835_label.tif,1.0
25832_11209_rgb.tif,25832_11209_dem.tif,25832_11209_label.tif,1.0
26149_11383_rgb.tif,26149_11383_dem.tif,26149_11383_label.tif,1.0
26744_11511_rgb.tif,26744_11511_dem.tif,26744_11511_label.tif,1.0
25941_11291_rgb.tif,25941_11291_dem.tif,25941_11291_label.tif,1.0
25875_10841_rgb.tif,25875_10841_dem.tif,25875_10841_label.tif,1.0
26528_11453_rgb.tif,26528_11453_dem.tif,26528_11453_label.tif,1.0
26526_11452_rgb.tif,26526_11452_dem.tif,26526_11452_label.tif,1.0
26422_11019_rgb.tif,26422_11019_dem.tif,26422_11019_label.tif,1.0
25868_11341_rgb.tif,25868_11341_dem.tif,25868_11341_label.tif,1.0
26073_10994_rgb.tif,26073_10994_dem.tif,26073_10994_label.tif,1.0
26312_11391_rgb.tif,26312_11391_dem.tif,26312_11391_label.tif,1.0
26301_10978_rgb.tif,26301_10978_dem.tif,26301_10978_label.tif,1.0
26486_11543_rgb.tif,26486_11543_dem.tif,26486_11543_label.tif,1.0
26368_11362_rgb.tif,26368_11362_dem.tif,26368_11362_label.tif,1.0
26753_11676_rgb.tif,26753_11676_dem.tif,26753_11676_label.tif,1.0
25852_11308_rgb.tif,25852_11308_dem.tif,25852_11308_label.tif,1.0
26491_11485_rgb.tif,26491_11485_dem.tif,26491_11485_label.tif,1.0
26258_11333_rgb.tif,26258_11333_dem.tif,26258_11333_label.tif,1.0
26327_11354_rgb.tif,26327_11354_dem.tif,26327_11354_label.tif,1.0
26760_11532_rgb.tif,26760_11532_dem.tif,26760_11532_label.tif,1.0
26164_10933_rgb.tif,26164_10933_dem.tif,26164_10933_label.tif,1.0
25952_10833_rgb.tif,25952_10833_dem.tif,25952_10833_label.tif,1.0
26283_11319_rgb.tif,26283_11319_dem.tif,26283_11319_label.tif,1.0
26477_11500_rgb.tif,26477_11500_dem.tif,26477_11500_label.tif,1.0
26489_11489_rgb.tif,26489_11489_dem.tif,26489_11489_label.tif,1.0
25653_11092_rgb.tif,25653_11092_dem.tif,25653_11092_label.tif,1.0
26440_10996_rgb.tif,26440_10996_dem.tif,26440_10996_label.tif,1.0
26484_11499_rgb.tif,26484_11499_dem.tif,26484_11499_label.tif,1.0
25929_11314_rgb.tif,25929_11314_dem.tif,25929_11314_label.tif,1.0
25781_10862_rgb.tif,25781_10862_dem.tif,25781_10862_label.tif,1.0
26560_11489_rgb.tif,26560_11489_dem.tif,26560_11489_label.tif,1.0
26524_11477_rgb.tif,26524_11477_dem.tif,26524_11477_label.tif,1.0
25929_11338_rgb.tif,25929_11338_dem.tif,25929_11338_label.tif,1.0
26201_11399_rgb.tif,26201_11399_dem.tif,26201_11399_label.tif,1.0
26204_11053_rgb.tif,26204_11053_dem.tif,26204_11053_label.tif,1.0
25872_11334_rgb.tif,25872_11334_dem.tif,25872_11334_label.tif,1.0
26449_11480_rgb.tif,26449_11480_dem.tif,26449_11480_label.tif,1.0
26546_11143_rgb.tif,26546_11143_dem.tif,26546_11143_label.tif,1.0
26443_11417_rgb.tif,26443_11417_dem.tif,26443_11417_label.tif,1.0
26193_11408_rgb.tif,26193_11408_dem.tif,26193_11408_label.tif,1.0
26314_11138_rgb.tif,26314_11138_dem.tif,26314_11138_label.tif,1.0
26372_11420_rgb.tif,26372_11420_dem.tif,26372_11420_label.tif,1.0
26236_11054_rgb.tif,26236_11054_dem.tif,26236_11054_label.tif,1.0
26378_11414_rgb.tif,26378_11414_dem.tif,26378_11414_label.tif,1.0
25885_11056_rgb.tif,25885_11056_dem.tif,25885_11056_label.tif,1.0
26275_11319_rgb.tif,26275_11319_dem.tif,26275_11319_label.tif,1.0
25953_10832_rgb.tif,25953_10832_dem.tif,25953_10832_label.tif,1.0
25730_11116_rgb.tif,25730_11116_dem.tif,25730_11116_label.tif,1.0
26320_11337_rgb.tif,26320_11337_dem.tif,26320_11337_label.tif,1.0
26669_11373_rgb.tif,26669_11373_dem.tif,26669_11373_label.tif,1.0
26376_11458_rgb.tif,26376_11458_dem.tif,26376_11458_label.tif,1.0
26374_11436_rgb.tif,26374_11436_dem.tif,26374_11436_label.tif,1.0
25727_11163_rgb.tif,25727_11163_dem.tif,25727_11163_label.tif,1.0
26318_11344_rgb.tif,26318_11344_dem.tif,26318_11344_label.tif,1.0
25756_11204_rgb.tif,25756_11204_dem.tif,25756_11204_label.tif,1.0
25861_10915_rgb.tif,25861_10915_dem.tif,25861_10915_label.tif,1.0
26008_11006_rgb.tif,26008_11006_dem.tif,26008_11006_label.tif,1.0
25607_11083_rgb.tif,25607_11083_dem.tif,25607_11083_label.tif,1.0
26581_11479_rgb.tif,26581_11479_dem.tif,26581_11479_label.tif,1.0
26337_11335_rgb.tif,26337_11335_dem.tif,26337_11335_label.tif,1.0
26375_11410_rgb.tif,26375_11410_dem.tif,26375_11410_label.tif,1.0
25664_11101_rgb.tif,25664_11101_dem.tif,25664_11101_label.tif,1.0
26486_11213_rgb.tif,26486_11213_dem.tif,26486_11213_label.tif,1.0
26726_11497_rgb.tif,26726_11497_dem.tif,26726_11497_label.tif,1.0
26305_11373_rgb.tif,26305_11373_dem.tif,26305_11373_label.tif,1.0
26356_11471_rgb.tif,26356_11471_dem.tif,26356_11471_label.tif,1.0
26334_11349_rgb.tif,26334_11349_dem.tif,26334_11349_label.tif,1.0
26472_11202_rgb.tif,26472_11202_dem.tif,26472_11202_label.tif,1.0
26343_10967_rgb.tif,26343_10967_dem.tif,26343_10967_label.tif,1.0
25875_11339_rgb.tif,25875_11339_dem.tif,25875_11339_label.tif,1.0
25812_11212_rgb.tif,25812_11212_dem.tif,25812_11212_label.tif,1.0
26000_11346_rgb.tif,26000_11346_dem.tif,26000_11346_label.tif,1.0
26339_11408_rgb.tif,26339_11408_dem.tif,26339_11408_label.tif,1.0
26205_11039_rgb.tif,26205_11039_dem.tif,26205_11039_label.tif,1.0
25876_11307_rgb.tif,25876_11307_dem.tif,25876_11307_label.tif,1.0
25878_10917_rgb.tif,25878_10917_dem.tif,25878_10917_label.tif,1.0
26683_11423_rgb.tif,26683_11423_dem.tif,26683_11423_label.tif,1.0
26518_11295_rgb.tif,26518_11295_dem.tif,26518_11295_label.tif,1.0
25861_10867_rgb.tif,25861_10867_dem.tif,25861_10867_label.tif,1.0
26267_11355_rgb.tif,26267_11355_dem.tif,26267_11355_label.tif,1.0
25882_11056_rgb.tif,25882_11056_dem.tif,25882_11056_label.tif,1.0
26714_11606_rgb.tif,26714_11606_dem.tif,26714_11606_label.tif,1.0
26263_11354_rgb.tif,26263_11354_dem.tif,26263_11354_label.tif,1.0
26349_11109_rgb.tif,26349_11109_dem.tif,26349_11109_label.tif,1.0
26358_11051_rgb.tif,26358_11051_dem.tif,26358_11051_label.tif,1.0
26409_11324_rgb.tif,26409_11324_dem.tif,26409_11324_label.tif,1.0
25788_11426_rgb.tif,25788_11426_dem.tif,25788_11426_label.tif,1.0
25864_10867_rgb.tif,25864_10867_dem.tif,25864_10867_label.tif,1.0
26327_11465_rgb.tif,26327_11465_dem.tif,26327_11465_label.tif,1.0
26457_11429_rgb.tif,26457_11429_dem.tif,26457_11429_label.tif,1.0
26524_11471_rgb.tif,26524_11471_dem.tif,26524_11471_label.tif,1.0
26305_11451_rgb.tif,26305_11451_dem.tif,26305_11451_label.tif,1.0
26304_11317_rgb.tif,26304_11317_dem.tif,26304_11317_label.tif,1.0
26304_11062_rgb.tif,26304_11062_dem.tif,26304_11062_label.tif,1.0
26174_11413_rgb.tif,26174_11413_dem.tif,26174_11413_label.tif,1.0
26789_11547_rgb.tif,26789_11547_dem.tif,26789_11547_label.tif,1.0
26219_11117_rgb.tif,26219_11117_dem.tif,26219_11117_label.tif,1.0
26358_11092_rgb.tif,26358_11092_dem.tif,26358_11092_label.tif,1.0
26421_11137_rgb.tif,26421_11137_dem.tif,26421_11137_label.tif,1.0
26168_11109_rgb.tif,26168_11109_dem.tif,26168_11109_label.tif,1.0
26207_11395_rgb.tif,26207_11395_dem.tif,26207_11395_label.tif,1.0
25599_11091_rgb.tif,25599_11091_dem.tif,25599_11091_label.tif,1.0
26348_11122_rgb.tif,26348_11122_dem.tif,26348_11122_label.tif,1.0
26395_11312_rgb.tif,26395_11312_dem.tif,26395_11312_label.tif,1.0
25630_11147_rgb.tif,25630_11147_dem.tif,25630_11147_label.tif,1.0
25795_11223_rgb.tif,25795_11223_dem.tif,25795_11223_label.tif,1.0
26329_11450_rgb.tif,26329_11450_dem.tif,26329_11450_label.tif,1.0
25876_10956_rgb.tif,25876_10956_dem.tif,25876_10956_label.tif,1.0
26166_11029_rgb.tif,26166_11029_dem.tif,26166_11029_label.tif,1.0
26439_11118_rgb.tif,26439_11118_dem.tif,26439_11118_label.tif,1.0
25954_10937_rgb.tif,25954_10937_dem.tif,25954_10937_label.tif,1.0
25799_11201_rgb.tif,25799_11201_dem.tif,25799_11201_label.tif,1.0
26271_11340_rgb.tif,26271_11340_dem.tif,26271_11340_label.tif,1.0
26319_11078_rgb.tif,26319_11078_dem.tif,26319_11078_label.tif,1.0
25794_11232_rgb.tif,25794_11232_dem.tif,25794_11232_label.tif,1.0
26422_11263_rgb.tif,26422_11263_dem.tif,26422_11263_label.tif,1.0
26577_11516_rgb.tif,26577_11516_dem.tif,26577_11516_label.tif,1.0
26178_10920_rgb.tif,26178_10920_dem.tif,26178_10920_label.tif,1.0
26276_11323_rgb.tif,26276_11323_dem.tif,26276_11323_label.tif,1.0
26295_11061_rgb.tif,26295_11061_dem.tif,26295_11061_label.tif,1.0
25788_10812_rgb.tif,25788_10812_dem.tif,25788_10812_label.tif,1.0
26440_11033_rgb.tif,26440_11033_dem.tif,26440_11033_label.tif,1.0
26355_11417_rgb.tif,26355_11417_dem.tif,26355_11417_label.tif,1.0
26515_11208_rgb.tif,26515_11208_dem.tif,26515_11208_label.tif,1.0
26746_11593_rgb.tif,26746_11593_dem.tif,26746_11593_label.tif,1.0
26256_11126_rgb.tif,26256_11126_dem.tif,26256_11126_label.tif,1.0
26366_11070_rgb.tif,26366_11070_dem.tif,26366_11070_label.tif,1.0
26482_11549_rgb.tif,26482_11549_dem.tif,26482_11549_label.tif,1.0
26072_10992_rgb.tif,26072_10992_dem.tif,26072_10992_label.tif,1.0
25930_11081_rgb.tif,25930_11081_dem.tif,25930_11081_label.tif,1.0
25969_11358_rgb.tif,25969_11358_dem.tif,25969_11358_label.tif,1.0
26604_11529_rgb.tif,26604_11529_dem.tif,26604_11529_label.tif,1.0
25591_11029_rgb.tif,25591_11029_dem.tif,25591_11029_label.tif,1.0
25553_11101_rgb.tif,25553_11101_dem.tif,25553_11101_label.tif,1.0
26347_11043_rgb.tif,26347_11043_dem.tif,26347_11043_label.tif,1.0
26164_10918_rgb.tif,26164_10918_dem.tif,26164_10918_label.tif,1.0
25965_11321_rgb.tif,25965_11321_dem.tif,25965_11321_label.tif,1.0
25642_11060_rgb.tif,25642_11060_dem.tif,25642_11060_label.tif,1.0
26403_11422_rgb.tif,26403_11422_dem.tif,26403_11422_label.tif,1.0
26720_11602_rgb.tif,26720_11602_dem.tif,26720_11602_label.tif,1.0
26328_11319_rgb.tif,26328_11319_dem.tif,26328_11319_label.tif,1.0
26363_11383_rgb.tif,26363_11383_dem.tif,26363_11383_label.tif,1.0
25980_10915_rgb.tif,25980_10915_dem.tif,25980_10915_label.tif,1.0
25923_10941_rgb.tif,25923_10941_dem.tif,25923_10941_label.tif,1.0
26247_11412_rgb.tif,26247_11412_dem.tif,26247_11412_label.tif,1.0
26271_10866_rgb.tif,26271_10866_dem.tif,26271_10866_label.tif,1.0
26642_11546_rgb.tif,26642_11546_dem.tif,26642_11546_label.tif,1.0
25640_11142_rgb.tif,25640_11142_dem.tif,25640_11142_label.tif,1.0
26453_11136_rgb.tif,26453_11136_dem.tif,26453_11136_label.tif,1.0
26057_11091_rgb.tif,26057_11091_dem.tif,26057_11091_label.tif,1.0
25881_10925_rgb.tif,25881_10925_dem.tif,25881_10925_label.tif,1.0
26302_11096_rgb.tif,26302_11096_dem.tif,26302_11096_label.tif,1.0
26310_10987_rgb.tif,26310_10987_dem.tif,26310_10987_label.tif,1.0
25849_11285_rgb.tif,25849_11285_dem.tif,25849_11285_label.tif,1.0
26116_11017_rgb.tif,26116_11017_dem.tif,26116_11017_label.tif,1.0
26172_11415_rgb.tif,26172_11415_dem.tif,26172_11415_label.tif,1.0
26034_10934_rgb.tif,26034_10934_dem.tif,26034_10934_label.tif,1.0
26463_11088_rgb.tif,26463_11088_dem.tif,26463_11088_label.tif,1.0
25820_11210_rgb.tif,25820_11210_dem.tif,25820_11210_label.tif,1.0
26224_10907_rgb.tif,26224_10907_dem.tif,26224_10907_label.tif,1.0
26494_11230_rgb.tif,26494_11230_dem.tif,26494_11230_label.tif,1.0
25848_10968_rgb.tif,25848_10968_dem.tif,25848_10968_label.tif,1.0
26744_11676_rgb.tif,26744_11676_dem.tif,26744_11676_label.tif,1.0
26636_11414_rgb.tif,26636_11414_dem.tif,26636_11414_label.tif,1.0
26350_11082_rgb.tif,26350_11082_dem.tif,26350_11082_label.tif,1.0
26115_10988_rgb.tif,26115_10988_dem.tif,26115_10988_label.tif,1.0
26604_11530_rgb.tif,26604_11530_dem.tif,26604_11530_label.tif,1.0
26322_11031_rgb.tif,26322_11031_dem.tif,26322_11031_label.tif,1.0
26171_11026_rgb.tif,26171_11026_dem.tif,26171_11026_label.tif,1.0
26294_11055_rgb.tif,26294_11055_dem.tif,26294_11055_label.tif,1.0
25795_11286_rgb.tif,25795_11286_dem.tif,25795_11286_label.tif,1.0
25836_11240_rgb.tif,25836_11240_dem.tif,25836_11240_label.tif,1.0
26646_11416_rgb.tif,26646_11416_dem.tif,26646_11416_label.tif,1.0
25950_11353_rgb.tif,25950_11353_dem.tif,25950_11353_label.tif,1.0
25954_10855_rgb.tif,25954_10855_dem.tif,25954_10855_label.tif,1.0
26743_11516_rgb.tif,26743_11516_dem.tif,26743_11516_label.tif,1.0
26366_11417_rgb.tif,26366_11417_dem.tif,26366_11417_label.tif,1.0
25864_10893_rgb.tif,25864_10893_dem.tif,25864_10893_label.tif,1.0
25977_11366_rgb.tif,25977_11366_dem.tif,25977_11366_label.tif,1.0
26191_11073_rgb.tif,26191_11073_dem.tif,26191_11073_label.tif,1.0
26426_11422_rgb.tif,26426_11422_dem.tif,26426_11422_label.tif,1.0
26286_11073_rgb.tif,26286_11073_dem.tif,26286_11073_label.tif,1.0
25897_10964_rgb.tif,25897_10964_dem.tif,25897_10964_label.tif,1.0
26380_11372_rgb.tif,26380_11372_dem.tif,26380_11372_label.tif,1.0
26235_11071_rgb.tif,26235_11071_dem.tif,26235_11071_label.tif,1.0
26458_11478_rgb.tif,26458_11478_dem.tif,26458_11478_label.tif,1.0
26152_11019_rgb.tif,26152_11019_dem.tif,26152_11019_label.tif,1.0
26127_11377_rgb.tif,26127_11377_dem.tif,26127_11377_label.tif,1.0
25864_11289_rgb.tif,25864_11289_dem.tif,25864_11289_label.tif,1.0
26571_11507_rgb.tif,26571_11507_dem.tif,26571_11507_label.tif,1.0
25663_11100_rgb.tif,25663_11100_dem.tif,25663_11100_label.tif,1.0
26356_11071_rgb.tif,26356_11071_dem.tif,26356_11071_label.tif,1.0
26280_11026_rgb.tif,26280_11026_dem.tif,26280_11026_label.tif,1.0
26047_10939_rgb.tif,26047_10939_dem.tif,26047_10939_label.tif,1.0
26390_11037_rgb.tif,26390_11037_dem.tif,26390_11037_label.tif,1.0
26493_11204_rgb.tif,26493_11204_dem.tif,26493_11204_label.tif,1.0
26307_11028_rgb.tif,26307_11028_dem.tif,26307_11028_label.tif,1.0
25792_11226_rgb.tif,25792_11226_dem.tif,25792_11226_label.tif,1.0
26548_11291_rgb.tif,26548_11291_dem.tif,26548_11291_label.tif,1.0
26497_11484_rgb.tif,26497_11484_dem.tif,26497_11484_label.tif,1.0
26453_11387_rgb.tif,26453_11387_dem.tif,26453_11387_label.tif,1.0
26190_11011_rgb.tif,26190_11011_dem.tif,26190_11011_label.tif,1.0
25957_10902_rgb.tif,25957_10902_dem.tif,25957_10902_label.tif,1.0
26385_11015_rgb.tif,26385_11015_dem.tif,26385_11015_label.tif,1.0
26432_11410_rgb.tif,26432_11410_dem.tif,26432_11410_label.tif,1.0
26624_11329_rgb.tif,26624_11329_dem.tif,26624_11329_label.tif,1.0
25782_11235_rgb.tif,25782_11235_dem.tif,25782_11235_label.tif,1.0
26212_10918_rgb.tif,26212_10918_dem.tif,26212_10918_label.tif,1.0
26203_11041_rgb.tif,26203_11041_dem.tif,26203_11041_label.tif,1.0
25969_11355_rgb.tif,25969_11355_dem.tif,25969_11355_label.tif,1.0
25807_11246_rgb.tif,25807_11246_dem.tif,25807_11246_label.tif,1.0
26394_11423_rgb.tif,26394_11423_dem.tif,26394_11423_label.tif,1.0
25923_11070_rgb.tif,25923_11070_dem.tif,25923_11070_label.tif,1.0
26407_11437_rgb.tif,26407_11437_dem.tif,26407_11437_label.tif,1.0
